"playoff","pt_seq","pop_mean","pop_sd","zscore","prob"
"y",-6.9,3.05735294117647,2.82783113724848,-7.98116531461328,0.000214800968760275
"y",-6.8,3.05735294117647,2.82783113724848,-7.88116531461328,0.000245301693859355
"y",-6.7,3.05735294117647,2.82783113724848,-7.78116531461328,0.000279803320434459
"y",-6.6,3.05735294117647,2.82783113724848,-7.68116531461328,0.00031878189348756
"y",-6.5,3.05735294117647,2.82783113724848,-7.58116531461328,0.000362763314971334
"y",-6.4,3.05735294117647,2.82783113724848,-7.48116531461328,0.000412327679999163
"y",-6.3,3.05735294117647,2.82783113724848,-7.38116531461328,0.000468113881536736
"y",-6.2,3.05735294117647,2.82783113724848,-7.28116531461328,0.000530824487273246
"y",-6.1,3.05735294117647,2.82783113724848,-7.18116531461328,0.000601230890673255
"y",-6,3.05735294117647,2.82783113724848,-7.08116531461328,0.000680178736280765
"y",-5.9,3.05735294117647,2.82783113724848,-6.98116531461328,0.00076859361717629
"y",-5.8,3.05735294117647,2.82783113724848,-6.88116531461328,0.000867487040068479
"y",-5.7,3.05735294117647,2.82783113724848,-6.78116531461328,0.000977962650829774
"y",-5.6,3.05735294117647,2.82783113724848,-6.68116531461328,0.00110122271035782
"y",-5.5,3.05735294117647,2.82783113724848,-6.58116531461328,0.00123857480746139
"y",-5.4,3.05735294117647,2.82783113724848,-6.48116531461328,0.00139143879203522
"y",-5.3,3.05735294117647,2.82783113724848,-6.38116531461328,0.00156135390810814
"y",-5.2,3.05735294117647,2.82783113724848,-6.28116531461328,0.0017499861024355
"y",-5.1,3.05735294117647,2.82783113724848,-6.18116531461328,0.00195913548017223
"y",-5,3.05735294117647,2.82783113724848,-6.08116531461328,0.00219074387482843
"y",-4.9,3.05735294117647,2.82783113724848,-5.98116531461328,0.00244690249519581
"y",-4.8,3.05735294117647,2.82783113724848,-5.88116531461328,0.00272985960727034
"y",-4.7,3.05735294117647,2.82783113724848,-5.78116531461328,0.0030420282044162
"y",-4.6,3.05735294117647,2.82783113724848,-5.68116531461328,0.00338599361415584
"y",-4.5,3.05735294117647,2.82783113724848,-5.58116531461328,0.00376452098507399
"y",-4.4,3.05735294117647,2.82783113724848,-5.48116531461328,0.00418056259243723
"y",-4.3,3.05735294117647,2.82783113724848,-5.38116531461328,0.00463726489630659
"y",-4.2,3.05735294117647,2.82783113724848,-5.28116531461328,0.00513797528121758
"y",-4.1,3.05735294117647,2.82783113724848,-5.18116531461328,0.005686248401979
"y",-4,3.05735294117647,2.82783113724848,-5.08116531461328,0.00628585205586623
"y",-3.9,3.05735294117647,2.82783113724848,-4.98116531461328,0.00694077249752396
"y",-3.8,3.05735294117647,2.82783113724848,-4.88116531461328,0.00765521910931945
"y",-3.7,3.05735294117647,2.82783113724848,-4.78116531461328,0.0084336283367757
"y",-3.6,3.05735294117647,2.82783113724848,-4.68116531461328,0.00928066679613778
"y",-3.5,3.05735294117647,2.82783113724848,-4.58116531461328,0.0102012334591635
"y",-3.4,3.05735294117647,2.82783113724848,-4.48116531461328,0.0112004608189568
"y",-3.3,3.05735294117647,2.82783113724848,-4.38116531461328,0.0122837149401539
"y",-3.2,3.05735294117647,2.82783113724848,-4.28116531461328,0.0134565942970996
"y",-3.1,3.05735294117647,2.82783113724848,-4.18116531461328,0.0147249273048871
"y",-3,3.05735294117647,2.82783113724848,-4.08116531461328,0.0160947684503388
"y",-2.9,3.05735294117647,2.82783113724848,-3.98116531461328,0.0175723929332393
"y",-2.8,3.05735294117647,2.82783113724848,-3.88116531461328,0.0191642897324496
"y",-2.7,3.05735294117647,2.82783113724848,-3.78116531461328,0.0208771530169665
"y",-2.6,3.05735294117647,2.82783113724848,-3.68116531461328,0.0227178718285907
"y",-2.5,3.05735294117647,2.82783113724848,-3.58116531461328,0.0246935179706401
"y",-2.4,3.05735294117647,2.82783113724848,-3.48116531461328,0.0268113320461142
"y",-2.3,3.05735294117647,2.82783113724848,-3.38116531461328,0.0290787075988644
"y",-2.2,3.05735294117647,2.82783113724848,-3.28116531461328,0.0315031733226559
"y",-2.1,3.05735294117647,2.82783113724848,-3.18116531461328,0.0340923733154667
"y",-2,3.05735294117647,2.82783113724848,-3.08116531461328,0.0368540453699308
"y",-1.9,3.05735294117647,2.82783113724848,-2.98116531461328,0.0397959973054161
"y",-1.8,3.05735294117647,2.82783113724848,-2.88116531461328,0.0429260813627719
"y",-1.7,3.05735294117647,2.82783113724848,-2.78116531461328,0.0462521666991668
"y",-1.6,3.05735294117647,2.82783113724848,-2.68116531461328,0.0497821100375787
"y",-1.5,3.05735294117647,2.82783113724848,-2.58116531461328,0.0535237245432445
"y",-1.4,3.05735294117647,2.82783113724848,-2.48116531461328,0.0574847470176015
"y",-1.3,3.05735294117647,2.82783113724848,-2.38116531461328,0.0616728035187806
"y",-1.2,3.05735294117647,2.82783113724848,-2.28116531461328,0.0660953735363909
"y",-1.1,3.05735294117647,2.82783113724848,-2.18116531461328,0.0707597528669609
"y",-1,3.05735294117647,2.82783113724848,-2.08116531461328,0.0756730153548042
"y",-0.899999999999999,3.05735294117647,2.82783113724848,-1.98116531461328,0.0808419736810257
"y",-0.799999999999999,3.05735294117647,2.82783113724848,-1.88116531461328,0.0862731394006989
"y",-0.699999999999999,3.05735294117647,2.82783113724848,-1.78116531461328,0.0919726824446922
"y",-0.6,3.05735294117647,2.82783113724848,-1.68116531461328,0.0979463903179913
"y",-0.5,3.05735294117647,2.82783113724848,-1.58116531461328,0.104199627240455
"y",-0.399999999999999,3.05735294117647,2.82783113724848,-1.48116531461328,0.110737293488522
"y",-0.299999999999999,3.05735294117647,2.82783113724848,-1.38116531461328,0.117563785207284
"y",-0.199999999999999,3.05735294117647,2.82783113724848,-1.28116531461328,0.124682954971312
"y",-0.0999999999999996,3.05735294117647,2.82783113724848,-1.18116531461328,0.132098073379571
"y",0,3.05735294117647,2.82783113724848,-1.08116531461328,0.139811791974402
"y",0.100000000000001,3.05735294117647,2.82783113724848,-0.981165314613276,0.147826107776888
"y",0.200000000000001,3.05735294117647,2.82783113724848,-0.881165314613277,0.156142329730646
"y",0.300000000000001,3.05735294117647,2.82783113724848,-0.781165314613277,0.164761047343332
"y",0.4,3.05735294117647,2.82783113724848,-0.681165314613277,0.173682101809542
"y",0.5,3.05735294117647,2.82783113724848,-0.581165314613278,0.182904559890605
"y",0.600000000000001,3.05735294117647,2.82783113724848,-0.481165314613276,0.192426690815715
"y",0.700000000000001,3.05735294117647,2.82783113724848,-0.381165314613277,0.202245946455079
"y",0.800000000000001,3.05735294117647,2.82783113724848,-0.281165314613277,0.212358944999338
"y",0.9,3.05735294117647,2.82783113724848,-0.181165314613277,0.222761458360381
"y",1,3.05735294117647,2.82783113724848,-0.0811653146132778,0.2334484034871
"y",1.1,3.05735294117647,2.82783113724848,0.0188346853867236,0.24441383776564
"y",1.2,3.05735294117647,2.82783113724848,0.118834685386721,0.255650958647517
"y",1.3,3.05735294117647,2.82783113724848,0.218834685386723,0.267152107620773
"y",1.4,3.05735294117647,2.82783113724848,0.318834685386724,0.278908778609399
"y",1.5,3.05735294117647,2.82783113724848,0.418834685386722,0.29091163085476
"y",1.6,3.05735294117647,2.82783113724848,0.518834685386724,0.303150506300059
"y",1.7,3.05735294117647,2.82783113724848,0.618834685386721,0.315614451465211
"y",1.8,3.05735294117647,2.82783113724848,0.718834685386723,0.328291743765285
"y",1.9,3.05735294117647,2.82783113724848,0.818834685386724,0.341169922191071
"y",2,3.05735294117647,2.82783113724848,0.918834685386722,0.354235822235905
"y",2.1,3.05735294117647,2.82783113724848,1.01883468538672,0.367475614918797
"y",2.2,3.05735294117647,2.82783113724848,1.11883468538672,0.380874849720573
"y",2.3,3.05735294117647,2.82783113724848,1.21883468538672,0.394418501217611
"y",2.4,3.05735294117647,2.82783113724848,1.31883468538672,0.40809101916691
"y",2.5,3.05735294117647,2.82783113724848,1.41883468538672,0.421876381767329
"y",2.6,3.05735294117647,2.82783113724848,1.51883468538672,0.435758151794908
"y",2.7,3.05735294117647,2.82783113724848,1.61883468538672,0.44971953528567
"y",2.8,3.05735294117647,2.82783113724848,1.71883468538672,0.463743442417475
"y",2.9,3.05735294117647,2.82783113724848,1.81883468538672,0.477812550223489
"y",3,3.05735294117647,2.82783113724848,1.91883468538672,0.491909366754
"y",3.1,3.05735294117647,2.82783113724848,2.01883468538672,0.5060162962907
"y",3.2,3.05735294117647,2.82783113724848,2.11883468538672,0.520115705208372
"y",3.3,3.05735294117647,2.82783113724848,2.21883468538672,0.534189988073307
"y",3.4,3.05735294117647,2.82783113724848,2.31883468538672,0.548221633565649
"y",3.5,3.05735294117647,2.82783113724848,2.41883468538672,0.562193289814467
"y",3.6,3.05735294117647,2.82783113724848,2.51883468538672,0.576087828739424
"y",3.7,3.05735294117647,2.82783113724848,2.61883468538672,0.589888409001621
"y",3.8,3.05735294117647,2.82783113724848,2.71883468538672,0.603578537178265
"y",3.9,3.05735294117647,2.82783113724848,2.81883468538672,0.6171421267912
"y",4,3.05735294117647,2.82783113724848,2.91883468538672,0.630563554837897
"y",4.1,3.05735294117647,2.82783113724848,3.01883468538672,0.643827715494908
"y",4.2,3.05735294117647,2.82783113724848,3.11883468538672,0.656920070687958
"y",4.3,3.05735294117647,2.82783113724848,3.21883468538672,0.669826697249374
"y",4.4,3.05735294117647,2.82783113724848,3.31883468538672,0.682534330412271
"y",4.5,3.05735294117647,2.82783113724848,3.41883468538672,0.695030403421395
"y",4.6,3.05735294117647,2.82783113724848,3.51883468538672,0.707303083072565
"y",4.7,3.05735294117647,2.82783113724848,3.61883468538672,0.719341301025775
"y",4.8,3.05735294117647,2.82783113724848,3.71883468538672,0.731134780771064
"y",4.9,3.05735294117647,2.82783113724848,3.81883468538672,0.742674060160621
"y",5,3.05735294117647,2.82783113724848,3.91883468538672,0.753950509455209
"y",5.1,3.05735294117647,2.82783113724848,4.01883468538672,0.764956344867287
"y",5.2,3.05735294117647,2.82783113724848,4.11883468538672,0.775684637616941
"y",5.3,3.05735294117647,2.82783113724848,4.21883468538672,0.786129318549661
"y",5.4,3.05735294117647,2.82783113724848,4.31883468538672,0.796285178396611
"y",5.5,3.05735294117647,2.82783113724848,4.41883468538672,0.806147863788288
"y",5.6,3.05735294117647,2.82783113724848,4.51883468538672,0.815713869160912
"y",5.7,3.05735294117647,2.82783113724848,4.61883468538672,0.824980524721374
"y",5.8,3.05735294117647,2.82783113724848,4.71883468538672,0.833945980660918
"y",5.9,3.05735294117647,2.82783113724848,4.81883468538672,0.842609187829664
"y",6,3.05735294117647,2.82783113724848,4.91883468538672,0.850969875103549
"y",6.1,3.05735294117647,2.82783113724848,5.01883468538672,0.859028523692158
"y",6.2,3.05735294117647,2.82783113724848,5.11883468538672,0.866786338650009
"y",6.3,3.05735294117647,2.82783113724848,5.21883468538672,0.87424521786533
"y",6.4,3.05735294117647,2.82783113724848,5.31883468538672,0.881407718809021
"y",6.5,3.05735294117647,2.82783113724848,5.41883468538672,0.888277023332382
"y",6.6,3.05735294117647,2.82783113724848,5.51883468538672,0.894856900805446
"y",6.7,3.05735294117647,2.82783113724848,5.61883468538672,0.90115166988834
"y",6.8,3.05735294117647,2.82783113724848,5.71883468538672,0.907166159226154
"y",6.9,3.05735294117647,2.82783113724848,5.81883468538672,0.912905667353469
"y",7,3.05735294117647,2.82783113724848,5.91883468538672,0.918375922088106
"y",7.1,3.05735294117647,2.82783113724848,6.01883468538672,0.923583039684938
"y",7.2,3.05735294117647,2.82783113724848,6.11883468538672,0.928533484010002
"y",7.3,3.05735294117647,2.82783113724848,6.21883468538672,0.933234025982802
"y",7.4,3.05735294117647,2.82783113724848,6.31883468538672,0.937691703520793
"y",7.5,3.05735294117647,2.82783113724848,6.41883468538672,0.941913782204883
"y",7.6,3.05735294117647,2.82783113724848,6.51883468538672,0.94590771686843
"y",7.7,3.05735294117647,2.82783113724848,6.61883468538672,0.949681114295066
"y",7.8,3.05735294117647,2.82783113724848,6.71883468538672,0.953241697192778
"y",7.9,3.05735294117647,2.82783113724848,6.81883468538672,0.956597269593337
"y",8,3.05735294117647,2.82783113724848,6.91883468538672,0.959755683807564
"y",8.1,3.05735294117647,2.82783113724848,7.01883468538672,0.96272480904823
"y",8.2,3.05735294117647,2.82783113724848,7.11883468538672,0.96551250181384
"y",8.3,3.05735294117647,2.82783113724848,7.21883468538672,0.968126578108254
"y",8.4,3.05735294117647,2.82783113724848,7.31883468538672,0.970574787553284
"y",8.5,3.05735294117647,2.82783113724848,7.41883468538672,0.972864789434172
"y",8.6,3.05735294117647,2.82783113724848,7.51883468538672,0.975004130701325
"y",8.7,3.05735294117647,2.82783113724848,7.61883468538672,0.97700022593605
"y",8.8,3.05735294117647,2.82783113724848,7.71883468538672,0.978860339273252
"y",8.9,3.05735294117647,2.82783113724848,7.81883468538672,0.980591568260391
"y",9,3.05735294117647,2.82783113724848,7.91883468538672,0.982200829619328
"y",9.1,3.05735294117647,2.82783113724848,8.01883468538672,0.983694846866221
"y",9.2,3.05735294117647,2.82783113724848,8.11883468538672,0.985080139734283
"y",9.3,3.05735294117647,2.82783113724848,8.21883468538672,0.986363015335094
"y",9.4,3.05735294117647,2.82783113724848,8.31883468538672,0.987549560986193
"y",9.5,3.05735294117647,2.82783113724848,8.41883468538672,0.988645638625911
"y",9.6,3.05735294117647,2.82783113724848,8.51883468538672,0.989656880730807
"y",9.7,3.05735294117647,2.82783113724848,8.61883468538672,0.990588687646578
"y",9.8,3.05735294117647,2.82783113724848,8.71883468538672,0.991446226239931
"y",9.9,3.05735294117647,2.82783113724848,8.81883468538672,0.992234429776561
"y",10,3.05735294117647,2.82783113724848,8.91883468538672,0.99295799892898
"y",10.1,3.05735294117647,2.82783113724848,9.01883468538672,0.993621403817519
"y",10.2,3.05735294117647,2.82783113724848,9.11883468538672,0.994228886988178
"y",10.3,3.05735294117647,2.82783113724848,9.21883468538672,0.994784467232201
"y",10.4,3.05735294117647,2.82783113724848,9.31883468538672,0.995291944154087
"y",10.5,3.05735294117647,2.82783113724848,9.41883468538672,0.995754903397259
"y",10.6,3.05735294117647,2.82783113724848,9.51883468538672,0.996176722439643
"y",10.7,3.05735294117647,2.82783113724848,9.61883468538672,0.996560576874914
"y",10.8,3.05735294117647,2.82783113724848,9.71883468538672,0.996909447099094
"y",10.9,3.05735294117647,2.82783113724848,9.81883468538672,0.997226125326393
"y",11,3.05735294117647,2.82783113724848,9.91883468538672,0.9975132228627
"y",11.1,3.05735294117647,2.82783113724848,10.0188346853867,0.99777317756979
"y",11.2,3.05735294117647,2.82783113724848,10.1188346853867,0.998008261458151
"y",11.3,3.05735294117647,2.82783113724848,10.2188346853867,0.998220588351182
"y",11.4,3.05735294117647,2.82783113724848,10.3188346853867,0.998412121568431
"y",11.5,3.05735294117647,2.82783113724848,10.4188346853867,0.998584681580416
"y",11.6,3.05735294117647,2.82783113724848,10.5188346853867,0.998739953592352
"y",11.7,3.05735294117647,2.82783113724848,10.6188346853867,0.998879495018789
"y",11.8,3.05735294117647,2.82783113724848,10.7188346853867,0.999004742815727
"y",11.9,3.05735294117647,2.82783113724848,10.8188346853867,0.999117020641097
"y",12,3.05735294117647,2.82783113724848,10.9188346853867,0.999217545818703
"y",12.1,3.05735294117647,2.82783113724848,11.0188346853867,0.999307436084637
"y",12.2,3.05735294117647,2.82783113724848,11.1188346853867,0.999387716098914
"y",12.3,3.05735294117647,2.82783113724848,11.2188346853867,0.999459323708523
"y",12.4,3.05735294117647,2.82783113724848,11.3188346853867,0.999523115951343
"y",12.5,3.05735294117647,2.82783113724848,11.4188346853867,0.999579874793301
"y",12.6,3.05735294117647,2.82783113724848,11.5188346853867,0.999630312593882
"y",12.7,3.05735294117647,2.82783113724848,11.6188346853867,0.999675077297561
"y",12.8,3.05735294117647,2.82783113724848,11.7188346853867,0.999714757350913
"y",12.9,3.05735294117647,2.82783113724848,11.8188346853867,0.999749886347135
"y",13,3.05735294117647,2.82783113724848,11.9188346853867,0.999780947401448
"y",13.1,3.05735294117647,2.82783113724848,12.0188346853867,0.999808377262345
"y",13.2,3.05735294117647,2.82783113724848,12.1188346853867,0.999832570164945
"y",13.3,3.05735294117647,2.82783113724848,12.2188346853867,0.999853881433817
"y",13.4,3.05735294117647,2.82783113724848,12.3188346853867,0.999872630843527
"y",13.5,3.05735294117647,2.82783113724848,12.4188346853867,0.999889105745907
"y",13.6,3.05735294117647,2.82783113724848,12.5188346853867,0.999903563973606
"y",13.7,3.05735294117647,2.82783113724848,12.6188346853867,0.999916236529921
"y",13.8,3.05735294117647,2.82783113724848,12.7188346853867,0.999927330075171
"y",13.9,3.05735294117647,2.82783113724848,12.8188346853867,0.999937029220084
"y",14,3.05735294117647,2.82783113724848,12.9188346853867,0.9999454986367
"y",14.1,3.05735294117647,2.82783113724848,13.0188346853867,0.999952884997279
"y",14.2,3.05735294117647,2.82783113724848,13.1188346853867,0.999959318751592
"y",14.3,3.05735294117647,2.82783113724848,13.2188346853867,0.999964915752788
"y",14.4,3.05735294117647,2.82783113724848,13.3188346853867,0.999969778741781
"y",14.5,3.05735294117647,2.82783113724848,13.4188346853867,0.999973998699825
"y",14.6,3.05735294117647,2.82783113724848,13.5188346853867,0.99997765607859
"y",14.7,3.05735294117647,2.82783113724848,13.6188346853867,0.999980821916714
"y",14.8,3.05735294117647,2.82783113724848,13.7188346853867,0.999983558851377
"y",14.9,3.05735294117647,2.82783113724848,13.8188346853867,0.999985922033075
"y",15,3.05735294117647,2.82783113724848,13.9188346853867,0.999987959951327
