"conf_rank","pt_seq","pop_mean","pop_sd","zscore","prob"
1,2.3,6.78875,1.88255104512467,-1.3061439170965,0.00855355651601965
1,2.4,6.78875,1.88255104512467,-1.2061439170965,0.00986935044962769
1,2.5,6.78875,1.88255104512467,-1.1061439170965,0.0113585626301518
1,2.6,6.78875,1.88255104512467,-1.0061439170965,0.0130393010634289
1,2.7,6.78875,1.88255104512467,-0.906143917096502,0.0149308541489046
1,2.8,6.78875,1.88255104512467,-0.806143917096501,0.0170536673927094
1,2.9,6.78875,1.88255104512467,-0.706143917096499,0.0194293033732583
1,3,6.78875,1.88255104512467,-0.606143917096501,0.0220803834852789
1,3.1,6.78875,1.88255104512467,-0.5061439170965,0.0250305101341003
1,3.2,6.78875,1.88255104512467,-0.406143917096502,0.0283041682432311
1,3.3,6.78875,1.88255104512467,-0.306143917096501,0.0319266051755407
1,3.4,6.78875,1.88255104512467,-0.206143917096499,0.0359236884514264
1,3.5,6.78875,1.88255104512467,-0.106143917096501,0.0403217409746534
1,3.6,6.78875,1.88255104512467,-0.00614391709649986,0.0451473538451677
1,3.7,6.78875,1.88255104512467,0.093856082903498,0.0504271772437864
1,3.8,6.78875,1.88255104512467,0.193856082903499,0.0561876903105118
1,3.9,6.78875,1.88255104512467,0.293856082903501,0.0624549513990895
1,4,6.78875,1.88255104512467,0.393856082903499,0.0692543305668591
1,4.1,6.78875,1.88255104512467,0.4938560829035,0.0766102266411385
1,4.2,6.78875,1.88255104512467,0.593856082903502,0.0845457716805726
1,4.3,6.78875,1.88255104512467,0.693856082903499,0.0930825261104253
1,4.4,6.78875,1.88255104512467,0.793856082903501,0.10224016824249
1,4.5,6.78875,1.88255104512467,0.893856082903499,0.112036182280712
1,4.6,6.78875,1.88255104512467,0.9938560829035,0.122485549250368
1,4.7,6.78875,1.88255104512467,1.0938560829035,0.133600445559858
1,4.8,6.78875,1.88255104512467,1.1938560829035,0.145389954098701
1,4.9,6.78875,1.88255104512467,1.2938560829035,0.157859792883406
1,5,6.78875,1.88255104512467,1.3938560829035,0.171012066276178
1,5.1,6.78875,1.88255104512467,1.4938560829035,0.18484504371366
1,5.2,6.78875,1.88255104512467,1.5938560829035,0.199352970689889
1,5.3,6.78875,1.88255104512467,1.6938560829035,0.214525916437947
1,5.4,6.78875,1.88255104512467,1.7938560829035,0.230349662349307
1,5.5,6.78875,1.88255104512467,1.8938560829035,0.246805634662631
1,5.6,6.78875,1.88255104512467,1.9938560829035,0.263870884351461
1,5.7,6.78875,1.88255104512467,2.0938560829035,0.281518116452283
1,5.8,6.78875,1.88255104512467,2.1938560829035,0.299715770313112
1,5.9,6.78875,1.88255104512467,2.2938560829035,0.318428151422373
1,6,6.78875,1.88255104512467,2.3938560829035,0.337615614615223
1,6.1,6.78875,1.88255104512467,2.4938560829035,0.357234797567755
1,6.2,6.78875,1.88255104512467,2.5938560829035,0.377238902598201
1,6.3,6.78875,1.88255104512467,2.6938560829035,0.397578023918626
1,6.4,6.78875,1.88255104512467,2.7938560829035,0.418199516640888
1,6.5,6.78875,1.88255104512467,2.8938560829035,0.439048403056718
1,6.6,6.78875,1.88255104512467,2.9938560829035,0.460067811002689
1,6.7,6.78875,1.88255104512467,3.0938560829035,0.481199438503702
1,6.8,6.78875,1.88255104512467,3.1938560829035,0.502384038378811
1,6.9,6.78875,1.88255104512467,3.2938560829035,0.52356191610342
1,7,6.78875,1.88255104512467,3.3938560829035,0.544673433961815
1,7.1,6.78875,1.88255104512467,3.4938560829035,0.565659514400296
1,7.2,6.78875,1.88255104512467,3.5938560829035,0.586462135506897
1,7.3,6.78875,1.88255104512467,3.6938560829035,0.607024811698481
1,7.4,6.78875,1.88255104512467,3.7938560829035,0.627293052985916
1,7.5,6.78875,1.88255104512467,3.8938560829035,0.647214796605806
1,7.6,6.78875,1.88255104512467,3.9938560829035,0.666740805342435
1,7.7,6.78875,1.88255104512467,4.0938560829035,0.68582502750276
1,7.8,6.78875,1.88255104512467,4.1938560829035,0.704424914234866
1,7.9,6.78875,1.88255104512467,4.2938560829035,0.722501690678401
1,8,6.78875,1.88255104512467,4.3938560829035,0.740020578285077
1,8.1,6.78875,1.88255104512467,4.4938560829035,0.756950966528291
1,8.2,6.78875,1.88255104512467,4.5938560829035,0.773266533112899
1,8.3,6.78875,1.88255104512467,4.6938560829035,0.788945312679157
1,8.4,6.78875,1.88255104512467,4.7938560829035,0.803969714849514
1,8.5,6.78875,1.88255104512467,4.8938560829035,0.818326493275369
1,8.6,6.78875,1.88255104512467,4.9938560829035,0.832006668086969
1,8.7,6.78875,1.88255104512467,5.0938560829035,0.84500540481922
1,8.8,6.78875,1.88255104512467,5.1938560829035,0.857321853467909
1,8.9,6.78875,1.88255104512467,5.2938560829035,0.868958951815602
1,9,6.78875,1.88255104512467,5.3938560829035,0.879923197548436
1,9.1,6.78875,1.88255104512467,5.4938560829035,0.890224393960709
1,9.2,6.78875,1.88255104512467,5.5938560829035,0.899875374213284
1,9.3,6.78875,1.88255104512467,5.6938560829035,0.908891709176382
1,9.4,6.78875,1.88255104512467,5.7938560829035,0.917291403852132
1,9.5,6.78875,1.88255104512467,5.8938560829035,0.925094587243893
1,9.6,6.78875,1.88255104512467,5.9938560829035,0.93232320032671
1,9.7,6.78875,1.88255104512467,6.0938560829035,0.939000686486249
1,9.8,6.78875,1.88255104512467,6.1938560829035,0.945151688443741
1,9.9,6.78875,1.88255104512467,6.2938560829035,0.9508017552836
1,10,6.78875,1.88255104512467,6.3938560829035,0.955977062761164
1,10.1,6.78875,1.88255104512467,6.4938560829035,0.960704149602651
1,10.2,6.78875,1.88255104512467,6.5938560829035,0.965009672030095
1,10.3,6.78875,1.88255104512467,6.6938560829035,0.968920178262267
1,10.4,6.78875,1.88255104512467,6.7938560829035,0.972461904268817
1,10.5,6.78875,1.88255104512467,6.8938560829035,0.975660591598718
1,10.6,6.78875,1.88255104512467,6.9938560829035,0.978541327673706
1,10.7,6.78875,1.88255104512467,7.0938560829035,0.981128408539684
1,10.8,6.78875,1.88255104512467,7.1938560829035,0.983445223709392
1,10.9,6.78875,1.88255104512467,7.2938560829035,0.985514162412117
1,11,6.78875,1.88255104512467,7.3938560829035,0.987356540293331
1,11.1,6.78875,1.88255104512467,7.4938560829035,0.988992545380279
1,11.2,6.78875,1.88255104512467,7.5938560829035,0.990441201948595
1,11.3,6.78875,1.88255104512467,7.6938560829035,0.991720350789112
1,11.4,6.78875,1.88255104512467,7.7938560829035,0.992846644280913
1,11.5,6.78875,1.88255104512467,7.8938560829035,0.993835554623717
1,11.6,6.78875,1.88255104512467,7.9938560829035,0.994701393566336
1,11.7,6.78875,1.88255104512467,8.0938560829035,0.995457341984241
1,11.8,6.78875,1.88255104512467,8.1938560829035,0.996115487704058
1,11.9,6.78875,1.88255104512467,8.2938560829035,0.99668687004163
1,12,6.78875,1.88255104512467,8.3938560829035,0.997181529608678
1,12.1,6.78875,1.88255104512467,8.4938560829035,0.997608562046773
1,12.2,6.78875,1.88255104512467,8.5938560829035,0.997976174462109
1,12.3,6.78875,1.88255104512467,8.6938560829035,0.998291743456608
1,12.4,6.78875,1.88255104512467,8.7938560829035,0.998561873776614
1,12.5,6.78875,1.88255104512467,8.8938560829035,0.998792456726788
1,12.6,6.78875,1.88255104512467,8.9938560829035,0.998988727620991
1,12.7,6.78875,1.88255104512467,9.0938560829035,0.999155321661712
1,12.8,6.78875,1.88255104512467,9.1938560829035,0.999296327753102
1,12.9,6.78875,1.88255104512467,9.2938560829035,0.99941533985842
1,13,6.78875,1.88255104512467,9.3938560829035,0.999515505609695
1,13.1,6.78875,1.88255104512467,9.4938560829035,0.999599571964958
1,13.2,6.78875,1.88255104512467,9.5938560829035,0.999669927786084
1,13.3,6.78875,1.88255104512467,9.6938560829035,0.999728643278116
1,13.4,6.78875,1.88255104512467,9.7938560829035,0.999777506289013
1,13.5,6.78875,1.88255104512467,9.8938560829035,0.999818055517475
1,13.6,6.78875,1.88255104512467,9.9938560829035,0.999851610716364
1,13.7,6.78875,1.88255104512467,10.0938560829035,0.999879300010873
1,13.8,6.78875,1.88255104512467,10.1938560829035,0.9999020844748
1,13.9,6.78875,1.88255104512467,10.2938560829035,0.999920780125722
1,14,6.78875,1.88255104512467,10.3938560829035,0.99993607751143
1,14.1,6.78875,1.88255104512467,10.4938560829035,0.999948559066432
1,14.2,6.78875,1.88255104512467,10.5938560829035,0.999958714419422
1,14.3,6.78875,1.88255104512467,10.6938560829035,0.999966953831116
1,14.4,6.78875,1.88255104512467,10.7938560829035,0.999973619937411
1,14.5,6.78875,1.88255104512467,10.8938560829035,0.999978997966122
1,14.6,6.78875,1.88255104512467,10.9938560829035,0.999983324587077
1,14.7,6.78875,1.88255104512467,11.0938560829035,0.999986795545674
1,14.8,6.78875,1.88255104512467,11.1938560829035,0.999989572219512
1,14.9,6.78875,1.88255104512467,11.2938560829035,0.999991787226773
1,15,6.78875,1.88255104512467,11.3938560829035,0.999993549204
2,-15,4.93703703703704,1.83696236407372,-17.6876092475234,9.62144846866392e-28
2,-14.9,4.93703703703704,1.83696236407372,-17.5876092475234,1.74316204002256e-27
2,-14.8,4.93703703703704,1.83696236407372,-17.4876092475234,3.14889770364185e-27
2,-14.7,4.93703703703704,1.83696236407372,-17.3876092475234,5.67156529881334e-27
2,-14.6,4.93703703703704,1.83696236407372,-17.2876092475234,1.0185234122434e-26
2,-14.5,4.93703703703704,1.83696236407372,-17.1876092475234,1.82373988380211e-26
2,-14.4,4.93703703703704,1.83696236407372,-17.0876092475234,3.25595715512048e-26
2,-14.3,4.93703703703704,1.83696236407372,-16.9876092475234,5.79586792792463e-26
2,-14.2,4.93703703703704,1.83696236407372,-16.8876092475234,1.02868498895388e-25
2,-14.1,4.93703703703704,1.83696236407372,-16.7876092475234,1.82041563986085e-25
2,-14,4.93703703703704,1.83696236407372,-16.6876092475234,3.21205564066749e-25
2,-13.9,4.93703703703704,1.83696236407372,-16.5876092475234,5.65093122370792e-25
2,-13.8,4.93703703703704,1.83696236407372,-16.4876092475234,9.91246255110878e-25
2,-13.7,4.93703703703704,1.83696236407372,-16.3876092475234,1.7336754173226e-24
2,-13.6,4.93703703703704,1.83696236407372,-16.2876092475234,3.02328323400484e-24
2,-13.5,4.93703703703704,1.83696236407372,-16.1876092475234,5.25671962842223e-24
2,-13.4,4.93703703703704,1.83696236407372,-16.0876092475234,9.11330383396977e-24
2,-13.3,4.93703703703704,1.83696236407372,-15.9876092475234,1.57529562591839e-23
2,-13.2,4.93703703703704,1.83696236407372,-15.8876092475234,2.71502350062232e-23
2,-13.1,4.93703703703704,1.83696236407372,-15.7876092475234,4.66563280966394e-23
2,-13,4.93703703703704,1.83696236407372,-15.6876092475234,7.99416462653282e-23
2,-12.9,4.93703703703704,1.83696236407372,-15.5876092475234,1.36571889971054e-22
2,-12.8,4.93703703703704,1.83696236407372,-15.4876092475234,2.32635177757717e-22
2,-12.7,4.93703703703704,1.83696236407372,-15.3876092475234,3.95107639203195e-22
2,-12.6,4.93703703703704,1.83696236407372,-15.2876092475234,6.69085437702979e-22
2,-12.5,4.93703703703704,1.83696236407372,-15.1876092475234,1.12972823118848e-21
2,-12.4,4.93703703703704,1.83696236407372,-15.0876092475234,1.90192234864713e-21
2,-12.3,4.93703703703704,1.83696236407372,-14.9876092475234,3.19255305811619e-21
2,-12.2,4.93703703703704,1.83696236407372,-14.8876092475234,5.34330735085996e-21
2,-12.1,4.93703703703704,1.83696236407372,-14.7876092475234,8.9168000602543e-21
2,-12,4.93703703703704,1.83696236407372,-14.6876092475234,1.48366173203804e-20
2,-11.9,4.93703703703704,1.83696236407372,-14.5876092475234,2.46143238725398e-20
2,-11.8,4.93703703703704,1.83696236407372,-14.4876092475234,4.07162932330007e-20
2,-11.7,4.93703703703704,1.83696236407372,-14.3876092475234,6.71546397904149e-20
2,-11.6,4.93703703703704,1.83696236407372,-14.2876092475234,1.10436197693844e-19
2,-11.5,4.93703703703704,1.83696236407372,-14.1876092475234,1.81081742172525e-19
2,-11.4,4.93703703703704,1.83696236407372,-14.0876092475234,2.96050533913043e-19
2,-11.3,4.93703703703704,1.83696236407372,-13.9876092475234,4.82597614246846e-19
2,-11.2,4.93703703703704,1.83696236407372,-13.8876092475234,7.84391365903279e-19
2,-11.1,4.93703703703704,1.83696236407372,-13.7876092475234,1.27118549311483e-18
2,-11,4.93703703703704,1.83696236407372,-13.6876092475234,2.05406281925921e-18
2,-10.9,4.93703703703704,1.83696236407372,-13.5876092475234,3.30938556709071e-18
2,-10.8,4.93703703703704,1.83696236407372,-13.4876092475234,5.31630704710072e-18
2,-10.7,4.93703703703704,1.83696236407372,-13.3876092475234,8.51533962238158e-18
2,-10.6,4.93703703703704,1.83696236407372,-13.2876092475234,1.35995117163827e-17
2,-10.5,4.93703703703704,1.83696236407372,-13.1876092475234,2.16558022827396e-17
2,-10.4,4.93703703703704,1.83696236407372,-13.0876092475234,3.43838940973207e-17
2,-10.3,4.93703703703704,1.83696236407372,-12.9876092475234,5.44334508723296e-17
2,-10.2,4.93703703703704,1.83696236407372,-12.8876092475234,8.5922500418873e-17
2,-10.1,4.93703703703704,1.83696236407372,-12.7876092475234,1.35231663030709e-16
2,-10,4.93703703703704,1.83696236407372,-12.6876092475234,2.12217174829741e-16
2,-9.9,4.93703703703704,1.83696236407372,-12.5876092475234,3.32057691992787e-16
2,-9.8,4.93703703703704,1.83696236407372,-12.4876092475234,5.18057136390553e-16
2,-9.7,4.93703703703704,1.83696236407372,-12.3876092475234,8.05885055933184e-16
2,-9.6,4.93703703703704,1.83696236407372,-12.2876092475234,1.24997147250698e-15
2,-9.5,4.93703703703704,1.83696236407372,-12.1876092475234,1.9331203509401e-15
2,-9.4,4.93703703703704,1.83696236407372,-12.0876092475234,2.98091585160838e-15
2,-9.3,4.93703703703704,1.83696236407372,-11.9876092475234,4.58324228831583e-15
