"playoff","pt_seq","pop_mean","pop_sd","zscore","prob","prob_pct"
"y",10.5,3.05735294117647,2.82783113724848,9.41883468538672,0.995754903397259,"99.6%"
"y",10.6,3.05735294117647,2.82783113724848,9.51883468538672,0.996176722439643,"99.6%"
"y",10.7,3.05735294117647,2.82783113724848,9.61883468538672,0.996560576874914,"99.7%"
"y",10.8,3.05735294117647,2.82783113724848,9.71883468538672,0.996909447099094,"99.7%"
"y",10.9,3.05735294117647,2.82783113724848,9.81883468538672,0.997226125326393,"99.7%"
"y",11,3.05735294117647,2.82783113724848,9.91883468538672,0.9975132228627,"99.8%"
"y",11.1,3.05735294117647,2.82783113724848,10.0188346853867,0.99777317756979,"99.8%"
"y",11.2,3.05735294117647,2.82783113724848,10.1188346853867,0.998008261458151,"99.8%"
"y",11.3,3.05735294117647,2.82783113724848,10.2188346853867,0.998220588351182,"99.8%"
"y",11.4,3.05735294117647,2.82783113724848,10.3188346853867,0.998412121568431,"99.8%"
"y",11.5,3.05735294117647,2.82783113724848,10.4188346853867,0.998584681580416,"99.9%"
"y",11.6,3.05735294117647,2.82783113724848,10.5188346853867,0.998739953592352,"99.9%"
"y",11.7,3.05735294117647,2.82783113724848,10.6188346853867,0.998879495018789,"99.9%"
"y",11.8,3.05735294117647,2.82783113724848,10.7188346853867,0.999004742815727,"99.9%"
"y",11.9,3.05735294117647,2.82783113724848,10.8188346853867,0.999117020641097,"99.9%"
"y",12,3.05735294117647,2.82783113724848,10.9188346853867,0.999217545818703,"99.9%"
"y",12.1,3.05735294117647,2.82783113724848,11.0188346853867,0.999307436084637,"99.9%"
"y",12.2,3.05735294117647,2.82783113724848,11.1188346853867,0.999387716098914,"99.9%"
"y",12.3,3.05735294117647,2.82783113724848,11.2188346853867,0.999459323708523,"99.9%"
"y",12.4,3.05735294117647,2.82783113724848,11.3188346853867,0.999523115951343,"100%"
"y",12.5,3.05735294117647,2.82783113724848,11.4188346853867,0.999579874793301,"100%"
"y",12.6,3.05735294117647,2.82783113724848,11.5188346853867,0.999630312593882,"100%"
"y",12.7,3.05735294117647,2.82783113724848,11.6188346853867,0.999675077297561,"100%"
"y",12.8,3.05735294117647,2.82783113724848,11.7188346853867,0.999714757350913,"100%"
"y",12.9,3.05735294117647,2.82783113724848,11.8188346853867,0.999749886347135,"100%"
"y",13,3.05735294117647,2.82783113724848,11.9188346853867,0.999780947401448,"100%"
"y",13.1,3.05735294117647,2.82783113724848,12.0188346853867,0.999808377262345,"100%"
"y",13.2,3.05735294117647,2.82783113724848,12.1188346853867,0.999832570164945,"100%"
"y",13.3,3.05735294117647,2.82783113724848,12.2188346853867,0.999853881433817,"100%"
"y",13.4,3.05735294117647,2.82783113724848,12.3188346853867,0.999872630843527,"100%"
"y",13.5,3.05735294117647,2.82783113724848,12.4188346853867,0.999889105745907,"100%"
"y",13.6,3.05735294117647,2.82783113724848,12.5188346853867,0.999903563973606,"100%"
"y",13.7,3.05735294117647,2.82783113724848,12.6188346853867,0.999916236529921,"100%"
"y",13.8,3.05735294117647,2.82783113724848,12.7188346853867,0.999927330075171,"100%"
"y",13.9,3.05735294117647,2.82783113724848,12.8188346853867,0.999937029220084,"100%"
